Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Lng,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Football Team Football,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,18.0,36.0,0.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,17.0,45.0,2.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,16.0,59.0,0.0,,,,,
Packers,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,16.0,65.0,2.0,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,16.0,41.0,7.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,16.0,59.0,0.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,15.0,40.0,4.0,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,15.0,55.0,1.0,,,,,
Cowboys,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,14.0,40.0,4.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,13.0,41.0,1.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,13.0,33.0,0.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,13.0,35.0,2.0,,,,,
Chiefs,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,13.0,57.0,3.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,13.0,26.0,2.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,12.0,39.0,2.0,,,,,
Steelers,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,12.0,50.0,2.0,,,,,
Chargers,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,12.0,45.0,2.0,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,10.0,44.0,1.0,,,,,
Jaguars,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,9.0,37.0,3.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,9.0,26.0,1.0,,,,,
Steelers,,,,,,,,,,,,,,,,81.0,,21.7,,,206.0,,,48.1,,,,,,230.0,97.0,19.0,10.0,1043.0
Rams,,,,,,,,,,,,,,,,123.0,,26.0,,,206.0,,,52.6,,,,,,226.0,98.0,17.0,8.0,1088.0
Football Team Football,,,,,,,,,,,,,,,,108.0,,27.0,,,184.0,,,47.3,,,,,,225.0,88.0,19.0,11.0,1051.0
Chargers,,,,,,,,,,,,,,,,111.0,,23.8,,,226.0,,,54.7,,,,,,224.0,99.0,25.0,12.0,1127.0
Falcons,,,,,,,,,,,,,,,,86.0,,21.0,,,243.0,,,59.6,,,,,,221.0,97.0,26.0,15.0,1078.0
Eagles,,,,,,,,,,,,,,,,114.0,,28.3,,,177.0,,,53.0,,,,,,220.0,82.0,35.0,15.0,1066.0
Cowboys,,,,,,,,,,,,,,,,115.0,,26.7,,,231.0,,,55.9,,,,,,215.0,87.0,31.0,17.0,1113.0
Bengals,,,,,,,,,,,,,,,,92.0,,22.4,,,201.0,,,54.0,,,,,,213.0,77.0,27.0,19.0,1040.0
Broncos,,,,,,,,,,,,,,,,94.0,,21.3,,,176.0,,,55.5,,,,,,212.0,82.0,15.0,4.0,1030.0
Saints,,,,,,,,,,,,,,,,147.0,,29.8,,,199.0,,,53.8,,,,,,208.0,93.0,16.0,11.0,1045.0
Ravens,,,,,,,,,,,,,,,,166.0,,29.9,,,142.0,,,55.2,,,,,,207.0,101.0,19.0,12.0,993.0
Jaguars,,,,,,,,,,,,,,,,80.0,,23.7,,,205.0,,,53.0,,,,,,207.0,84.0,26.0,7.0,997.0
Jets,,,,,,,,,,,,,,,,94.0,,23.2,,,146.0,,,50.0,,,,,,206.0,70.0,18.0,7.0,948.0
Bears,,,,,,,,,,,,,,,,93.0,,23.7,,,218.0,,,54.2,,,,,,205.0,71.0,28.0,17.0,1043.0
Dolphins,,,,,,,,,,,,,,,,100.0,,23.4,,,207.0,,,56.0,,,,,,202.0,78.0,10.0,8.0,1021.0
Cardinals,,,,,,,,,,,,,,,,136.0,,28.4,,,211.0,,,54.5,,,,,,202.0,80.0,25.0,17.0,1083.0
Raiders,,,,,,,,,,,,,,,,121.0,,26.5,,,206.0,,,55.8,,,,,,198.0,91.0,21.0,16.0,1036.0
Giants,,,,,,,,,,,,,,,,91.0,,22.8,,,178.0,,,55.4,,,,,,198.0,72.0,22.0,14.0,966.0
Colts,,,,,,,,,,,,,,,,129.0,,28.1,,,201.0,,,54.2,,,,,,197.0,78.0,26.0,16.0,1032.0
49ers,,,,,,,,,,,,,,,,101.0,,23.1,,,217.0,,,58.5,,,,,,197.0,77.0,15.0,6.0,1046.0
Browns,,,,,,,,,,,,,,,,133.0,,26.9,,,195.0,,,61.9,,,,,,196.0,88.0,24.0,8.0,1022.0
Panthers,,,,,,,,,,,,,,,,110.0,,27.0,,,192.0,,,51.5,,,,,,195.0,76.0,27.0,15.0,993.0
Chiefs,,,,,,,,,,,,,,,,110.0,,27.3,,,255.0,,,60.7,,,,,,194.0,95.0,16.0,9.0,1057.0
Texans,,,,,,,,,,,,,,,,83.0,,24.1,,,222.0,,,58.0,,,,,,193.0,83.0,16.0,9.0,940.0
Lions,,,,,,,,,,,,,,,,93.0,,25.3,,,220.0,,,58.8,,,,,,192.0,79.0,20.0,10.0,986.0
Buccaneers,,,,,,,,,,,,,,,,82.0,,22.2,,,238.0,,,58.0,,,,,,191.0,83.0,14.0,8.0,1017.0
Seahawks,,,,,,,,,,,,,,,,111.0,,27.0,,,216.0,,,55.7,,,,,,189.0,76.0,14.0,8.0,1022.0
Bills,,,,,,,,,,,,,,,,119.0,,29.0,,,240.0,,,58.5,,,,,,187.0,93.0,10.0,8.0,1034.0
Patriots,,,,,,,,,,,,,,,,143.0,,28.5,,,157.0,,,55.5,,,,,,186.0,76.0,17.0,9.0,979.0
Titans,,,,,,,,,,,,,,,,142.0,,27.3,,,203.0,,,64.2,,,,,,182.0,84.0,16.0,10.0,1031.0
Vikings,,,,,,,,,,,,,,,,139.0,,29.7,,,212.0,,,60.7,,,,,,181.0,74.0,23.0,13.0,1028.0
Packers,,,,,,,,,,,,,,,,114.0,,25.7,,,216.0,,,58.1,,,,,,180.0,89.0,21.0,13.0,990.0
Buccaneers,731.0,492.0,67.3,7.4,5383.0,43.0,12.0,101.6,273.0,37.4,76.0,10.0,62T,23.0,154.0,,,,,,,,,,,,,,,,,,,
Chiefs,675.0,448.0,66.4,7.3,4937.0,37.0,13.0,98.1,267.0,39.6,58.0,11.0,75T,28.0,146.0,,,,,,,,,,,,,,,,,,,
Chargers,674.0,443.0,65.7,7.4,5014.0,38.0,15.0,97.4,256.0,38.0,53.0,15.0,72T,31.0,214.0,,,,,,,,,,,,,,,,,,,
Steelers,664.0,425.0,64.0,6.0,4017.0,23.0,11.0,85.3,204.0,30.7,41.0,9.0,59,38.0,239.0,,,,,,,,,,,,,,,,,,,
Bills,655.0,415.0,63.4,6.8,4450.0,36.0,16.0,91.3,236.0,36.0,51.0,8.0,61,27.0,166.0,,,,,,,,,,,,,,,,,,,
Cowboys,647.0,444.0,68.6,7.7,4963.0,40.0,11.0,104.8,248.0,38.3,63.0,9.0,73T,33.0,163.0,,,,,,,,,,,,,,,,,,,
Raiders,628.0,429.0,68.3,7.7,4808.0,23.0,14.0,93.8,217.0,34.6,67.0,10.0,61T,40.0,241.0,,,,,,,,,,,,,,,,,,,
Dolphins,615.0,404.0,65.7,6.4,3936.0,21.0,14.0,85.4,206.0,33.5,45.0,8.0,65T,40.0,285.0,,,,,,,,,,,,,,,,,,,
Ravens,611.0,396.0,64.8,7.0,4267.0,21.0,18.0,84.4,209.0,34.2,54.0,6.0,49T,57.0,306.0,,,,,,,,,,,,,,,,,,,
Rams,607.0,406.0,66.9,8.1,4893.0,41.0,18.0,101.6,233.0,38.4,65.0,18.0,79T,31.0,251.0,,,,,,,,,,,,,,,,,,,
Jaguars,604.0,361.0,59.8,6.1,3674.0,12.0,17.0,72.1,178.0,29.5,44.0,5.0,58,32.0,238.0,,,,,,,,,,,,,,,,,,,
Vikings,604.0,398.0,65.9,7.4,4450.0,34.0,7.0,101.6,202.0,33.4,63.0,10.0,64T,30.0,212.0,,,,,,,,,,,,,,,,,,,
Jets,603.0,357.0,59.2,6.6,3959.0,20.0,20.0,76.0,195.0,32.3,52.0,6.0,62T,53.0,418.0,,,,,,,,,,,,,,,,,,,
Panthers,599.0,348.0,58.1,6.0,3573.0,14.0,21.0,68.5,174.0,29.0,36.0,5.0,64,52.0,334.0,,,,,,,,,,,,,,,,,,,
Lions,593.0,396.0,66.8,6.6,3884.0,23.0,14.0,88.1,193.0,32.6,49.0,5.0,75,36.0,286.0,,,,,,,,,,,,,,,,,,,
Packers,593.0,402.0,67.8,7.6,4526.0,39.0,7.0,107.4,235.0,39.6,61.0,11.0,75,33.0,211.0,,,,,,,,,,,,,,,,,,,
Giants,593.0,351.0,59.2,5.8,3463.0,15.0,20.0,70.1,171.0,28.8,31.0,6.0,60T,38.0,267.0,,,,,,,,,,,,,,,,,,,
Cardinals,591.0,415.0,70.2,7.8,4619.0,27.0,11.0,100.6,214.0,36.2,62.0,11.0,77T,39.0,343.0,,,,,,,,,,,,,,,,,,,
Falcons,573.0,377.0,65.8,7.0,3987.0,20.0,15.0,86.6,196.0,34.2,44.0,7.0,64,40.0,274.0,,,,,,,,,,,,,,,,,,,
Bengals,555.0,384.0,69.2,8.7,4806.0,36.0,14.0,106.9,208.0,37.5,63.0,16.0,82T,55.0,403.0,,,,,,,,,,,,,,,,,,,
Football Team Football,550.0,356.0,64.7,6.8,3746.0,21.0,15.0,85.8,181.0,32.9,42.0,7.0,73T,43.0,305.0,,,,,,,,,,,,,,,,,,,
Texans,546.0,354.0,64.8,6.6,3630.0,21.0,15.0,85.2,162.0,29.7,44.0,8.0,67T,44.0,325.0,,,,,,,,,,,,,,,,,,,
Bears,542.0,332.0,61.2,6.7,3635.0,16.0,20.0,75.5,180.0,33.2,40.0,7.0,64T,58.0,428.0,,,,,,,,,,,,,,,,,,,
Broncos,541.0,354.0,65.4,7.1,3856.0,20.0,9.0,91.7,179.0,33.1,46.0,7.0,64,40.0,263.0,,,,,,,,,,,,,,,,,,,
Titans,535.0,359.0,67.1,7.0,3745.0,22.0,14.0,90.0,194.0,36.3,35.0,7.0,57,47.0,327.0,,,,,,,,,,,,,,,,,,,
Patriots,535.0,364.0,68.0,7.7,4098.0,24.0,13.0,95.5,187.0,35.0,60.0,8.0,75,28.0,241.0,,,,,,,,,,,,,,,,,,,
Colts,521.0,324.0,62.2,6.9,3588.0,27.0,8.0,93.5,167.0,32.0,42.0,9.0,76T,32.0,227.0,,,,,,,,,,,,,,,,,,,
Browns,520.0,320.0,61.5,7.0,3619.0,21.0,14.0,84.6,177.0,34.0,47.0,9.0,71T,49.0,299.0,,,,,,,,,,,,,,,,,,,
49ers,514.0,343.0,66.7,8.6,4437.0,26.0,14.0,99.2,200.0,38.9,63.0,11.0,83,33.0,216.0,,,,,,,,,,,,,,,,,,,
Saints,504.0,293.0,58.1,6.8,3437.0,29.0,13.0,87.4,165.0,32.7,41.0,8.0,72,37.0,251.0,,,,,,,,,,,,,,,,,,,
Seahawks,495.0,324.0,65.4,7.7,3815.0,30.0,7.0,103.0,166.0,33.5,56.0,12.0,84,46.0,383.0,,,,,,,,,,,,,,,,,,,
Eagles,494.0,307.0,62.2,7.3,3585.0,20.0,10.0,89.2,167.0,33.8,51.0,5.0,91T,31.0,181.0,,,,,,,,,,,,,,,,,,,
Titans,551.0,,,,,23.0,,,,,11.0,3.0,76,,,2404.0,4.4,134.0,24.3,9.0,,,,,,,,,,,,,,
Eagles,550.0,,,,,25.0,,,,,17.0,0.0,38T,,,2715.0,4.9,163.0,29.6,6.0,,,,,,,,,,,,,,
Ravens,517.0,,,,,18.0,,,,,15.0,1.0,46,,,2479.0,4.8,159.0,30.8,7.0,,,,,,,,,,,,,,
Saints,510.0,,,,,12.0,,,,,9.0,1.0,44,,,1991.0,3.9,113.0,22.2,2.0,,,,,,,,,,,,,,
Colts,499.0,,,,,22.0,,,,,19.0,5.0,83T,,,2540.0,5.1,154.0,30.9,7.0,,,,,,,,,,,,,,
49ers,499.0,,,,,22.0,,,,,12.0,1.0,49T,,,2166.0,4.3,130.0,26.0,5.0,,,,,,,,,,,,,,
Cardinals,496.0,,,,,23.0,,,,,10.0,3.0,57T,,,2076.0,4.2,127.0,25.6,16.0,,,,,,,,,,,,,,
Patriots,489.0,,,,,24.0,,,,,11.0,1.0,64T,,,2151.0,4.4,139.0,28.4,7.0,,,,,,,,,,,,,,
Browns,485.0,,,,,20.0,,,,,18.0,2.0,70,,,2471.0,5.1,138.0,28.4,5.0,,,,,,,,,,,,,,
Football Team Football,477.0,,,,,13.0,,,,,8.0,0.0,38,,,2061.0,4.3,129.0,27.0,10.0,,,,,,,,,,,,,,
Bears,475.0,,,,,14.0,,,,,13.0,1.0,41T,,,2018.0,4.2,119.0,25.0,5.0,,,,,,,,,,,,,,
Cowboys,473.0,,,,,15.0,,,,,11.0,2.0,58,,,2119.0,4.5,111.0,23.5,8.0,,,,,,,,,,,,,,
Bills,461.0,,,,,20.0,,,,,18.0,2.0,46T,,,2209.0,4.8,134.0,29.1,8.0,,,,,,,,,,,,,,
Panthers,455.0,,,,,17.0,,,,,8.0,0.0,33T,,,1842.0,4.0,118.0,25.9,10.0,,,,,,,,,,,,,,
Broncos,455.0,,,,,16.0,,,,,10.0,3.0,70,,,2025.0,4.4,124.0,27.2,7.0,,,,,,,,,,,,,,
Vikings,449.0,,,,,10.0,,,,,13.0,2.0,66,,,1930.0,4.3,103.0,22.9,6.0,,,,,,,,,,,,,,
Packers,446.0,,,,,13.0,,,,,7.0,1.0,57,,,1900.0,4.3,109.0,24.4,5.0,,,,,,,,,,,,,,
Dolphins,442.0,,,,,12.0,,,,,5.0,0.0,30T,,,1568.0,3.6,87.0,19.7,5.0,,,,,,,,,,,,,,
Bengals,436.0,,,,,16.0,,,,,8.0,1.0,46T,,,1742.0,4.0,96.0,22.0,2.0,,,,,,,,,,,,,,
Chiefs,431.0,,,,,16.0,,,,,9.0,1.0,51,,,1955.0,4.5,119.0,27.6,8.0,,,,,,,,,,,,,,
Lions,427.0,,,,,12.0,,,,,12.0,2.0,57,,,1886.0,4.4,104.0,24.4,6.0,,,,,,,,,,,,,,
Chargers,423.0,,,,,18.0,,,,,7.0,1.0,75,,,1834.0,4.3,112.0,26.5,3.0,,,,,,,,,,,,,,
Texans,420.0,,,,,8.0,,,,,6.0,0.0,36,,,1422.0,3.4,77.0,18.3,5.0,,,,,,,,,,,,,,
Rams,420.0,,,,,10.0,,,,,3.0,0.0,39T,,,1683.0,4.0,99.0,23.6,3.0,,,,,,,,,,,,,,
Giants,419.0,,,,,8.0,,,,,9.0,2.0,46,,,1688.0,4.0,90.0,21.5,4.0,,,,,,,,,,,,,,
Raiders,414.0,,,,,14.0,,,,,7.0,0.0,31,,,1617.0,3.9,95.0,23.0,9.0,,,,,,,,,,,,,,
Seahawks,413.0,,,,,18.0,,,,,18.0,3.0,73,,,2074.0,5.0,106.0,25.7,4.0,,,,,,,,,,,,,,
Steelers,411.0,,,,,10.0,,,,,9.0,0.0,37,,,1583.0,3.8,85.0,20.7,0.0,,,,,,,,,,,,,,
Falcons,393.0,,,,,11.0,,,,,2.0,0.0,39T,,,1451.0,3.7,75.0,19.1,9.0,,,,,,,,,,,,,,
Jaguars,392.0,,,,,13.0,,,,,7.0,2.0,66T,,,1755.0,4.5,92.0,23.5,6.0,,,,,,,,,,,,,,
Buccaneers,385.0,,,,,18.0,,,,,9.0,2.0,55,,,1672.0,4.3,106.0,27.5,3.0,,,,,,,,,,,,,,
Jets,380.0,,,,,14.0,,,,,9.0,2.0,55,,,1667.0,4.4,87.0,22.9,1.0,,,,,,,,,,,,,,
Buccaneers,,,,,,43.0,,,,,76.0,10.0,62,,,,,,,,492.0,5383.0,10.9,273.0,55.5,4.0,,,,,,,,
Chiefs,,,,,,37.0,,,,,58.0,11.0,75,,,,,,,,448.0,4937.0,11.0,267.0,59.6,4.0,,,,,,,,
Cowboys,,,,,,40.0,,,,,63.0,8.0,73,,,,,,,,444.0,4963.0,11.2,248.0,55.9,4.0,,,,,,,,
Chargers,,,,,,38.0,,,,,53.0,15.0,72,,,,,,,,443.0,5014.0,11.3,256.0,57.8,5.0,,,,,,,,
Raiders,,,,,,23.0,,,,,67.0,10.0,61,,,,,,,,429.0,4808.0,11.2,217.0,50.6,5.0,,,,,,,,
Steelers,,,,,,23.0,,,,,41.0,9.0,59,,,,,,,,425.0,4017.0,9.4,204.0,48.0,4.0,,,,,,,,
Bills,,,,,,36.0,,,,,51.0,8.0,61,,,,,,,,415.0,4450.0,10.7,236.0,56.9,8.0,,,,,,,,
Cardinals,,,,,,27.0,,,,,62.0,11.0,77,,,,,,,,415.0,4619.0,11.1,214.0,51.6,2.0,,,,,,,,
Rams,,,,,,41.0,,,,,65.0,18.0,79,,,,,,,,406.0,4893.0,12.0,233.0,57.4,2.0,,,,,,,,
Dolphins,,,,,,21.0,,,,,45.0,8.0,65,,,,,,,,404.0,3936.0,9.7,206.0,51.0,2.0,,,,,,,,
Packers,,,,,,39.0,,,,,61.0,11.0,75,,,,,,,,402.0,4526.0,11.3,235.0,58.5,5.0,,,,,,,,
Vikings,,,,,,34.0,,,,,63.0,10.0,64,,,,,,,,398.0,4450.0,11.2,202.0,50.8,3.0,,,,,,,,
Ravens,,,,,,21.0,,,,,54.0,6.0,49T,,,,,,,,396.0,4267.0,10.8,209.0,52.8,6.0,,,,,,,,
Lions,,,,,,23.0,,,,,48.0,5.0,75,,,,,,,,396.0,3884.0,9.8,193.0,48.7,2.0,,,,,,,,
Bengals,,,,,,36.0,,,,,63.0,16.0,82,,,,,,,,384.0,4806.0,12.5,208.0,54.2,5.0,,,,,,,,
Falcons,,,,,,20.0,,,,,44.0,7.0,64T,,,,,,,,377.0,3987.0,10.6,196.0,52.0,7.0,,,,,,,,
Patriots,,,,,,24.0,,,,,60.0,8.0,75,,,,,,,,364.0,4098.0,11.3,187.0,51.4,5.0,,,,,,,,
Jaguars,,,,,,12.0,,,,,44.0,5.0,58,,,,,,,,361.0,3674.0,10.2,178.0,49.3,5.0,,,,,,,,
Titans,,,,,,22.0,,,,,35.0,7.0,57,,,,,,,,359.0,3745.0,10.4,194.0,54.0,4.0,,,,,,,,
Jets,,,,,,20.0,,,,,52.0,6.0,62,,,,,,,,357.0,3959.0,11.1,195.0,54.6,6.0,,,,,,,,
Football Team Football,,,,,,21.0,,,,,42.0,7.0,73,,,,,,,,356.0,3746.0,10.5,181.0,50.8,4.0,,,,,,,,
Broncos,,,,,,20.0,,,,,46.0,7.0,64T,,,,,,,,354.0,3856.0,10.9,179.0,50.6,2.0,,,,,,,,
Texans,,,,,,21.0,,,,,44.0,8.0,67,,,,,,,,354.0,3630.0,10.2,162.0,45.8,5.0,,,,,,,,
Giants,,,,,,15.0,,,,,31.0,6.0,60,,,,,,,,351.0,3463.0,9.9,171.0,48.7,4.0,,,,,,,,
Panthers,,,,,,14.0,,,,,36.0,5.0,64,,,,,,,,348.0,3573.0,10.3,174.0,50.0,1.0,,,,,,,,
49ers,,,,,,26.0,,,,,63.0,11.0,83,,,,,,,,343.0,4437.0,12.9,200.0,58.3,9.0,,,,,,,,
Bears,,,,,,16.0,,,,,40.0,7.0,64,,,,,,,,332.0,3635.0,11.0,180.0,54.2,1.0,,,,,,,,
Colts,,,,,,27.0,,,,,42.0,9.0,76,,,,,,,,324.0,3588.0,11.1,167.0,51.5,5.0,,,,,,,,
Seahawks,,,,,,30.0,,,,,56.0,12.0,84,,,,,,,,324.0,3815.0,11.8,166.0,51.2,6.0,,,,,,,,
Browns,,,,,,21.0,,,,,47.0,8.0,71,,,,,,,,320.0,3619.0,11.3,177.0,55.3,3.0,,,,,,,,
Eagles,,,,,,20.0,,,,,51.0,5.0,91T,,,,,,,,307.0,3585.0,11.7,167.0,54.4,2.0,,,,,,,,
Saints,,,,,,29.0,,,,,41.0,8.0,72,,,,,,,,293.0,3437.0,11.7,165.0,56.3,3.0,,,,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,25.0,47.0,5.0,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,24.0,51.0,3.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,23.0,48.0,2.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,23.0,51.0,0.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,22.0,51.0,2.0,,,,,
49ers,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,22.0,50.0,2.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,20.0,57.0,3.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,20.0,42.0,3.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,18.0,41.0,2.0,,,,,
Chargers,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,18.0,57.0,7.0,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,18.0,49.0,1.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,18.0,63.0,1.0,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,17.0,32.0,3.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,16.0,53.0,1.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,16.0,37.0,1.0,,,,,
Chiefs,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,16.0,55.0,2.0,,,,,
Cowboys,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,15.0,63.0,6.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,14.0,32.0,3.0,,,,,
Raiders,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,14.0,37.0,0.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,14.0,36.0,4.0,,,,,
Packers,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,13.0,54.0,1.0,,,,,
Jaguars,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,13.0,28.0,2.0,,,,,
Football Team Football,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,13.0,37.0,2.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,12.0,35.0,5.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,12.0,37.0,2.0,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,12.0,43.0,0.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,11.0,33.0,1.0,,,,,
Rams,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,10.0,52.0,2.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,10.0,48.0,1.0,,,,,
Steelers,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,10.0,34.0,2.0,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,8.0,31.0,2.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,8.0,24.0,4.0,,,,,
Texans,,,,,,,,,,,,,,,,77.0,,18.3,,,162.0,,,45.8,,,,,,239.0,95.0,21.0,9.0,1010.0
Steelers,,,,,,,,,,,,,,,,85.0,,20.7,,,204.0,,,48.0,,,,,,239.0,93.0,21.0,10.0,1113.0
Titans,,,,,,,,,,,,,,,,134.0,,24.3,,,194.0,,,54.0,,,,,,236.0,103.0,24.0,15.0,1133.0
Panthers,,,,,,,,,,,,,,,,118.0,,25.9,,,174.0,,,50.0,,,,,,235.0,84.0,34.0,14.0,1106.0
Dolphins,,,,,,,,,,,,,,,,87.0,,19.7,,,206.0,,,51.0,,,,,,233.0,95.0,22.0,12.0,1097.0
Giants,,,,,,,,,,,,,,,,90.0,,21.5,,,171.0,,,48.7,,,,,,230.0,84.0,30.0,13.0,1050.0
Cowboys,,,,,,,,,,,,,,,,111.0,,23.5,,,248.0,,,55.9,,,,,,228.0,99.0,24.0,14.0,1153.0
Vikings,,,,,,,,,,,,,,,,103.0,,22.9,,,202.0,,,50.8,,,,,,228.0,83.0,22.0,12.0,1083.0
Ravens,,,,,,,,,,,,,,,,159.0,,30.8,,,209.0,,,52.8,,,,,,225.0,82.0,27.0,18.0,1185.0
Football Team Football,,,,,,,,,,,,,,,,129.0,,27.0,,,181.0,,,50.8,,,,,,224.0,87.0,32.0,16.0,1070.0
Buccaneers,,,,,,,,,,,,,,,,106.0,,27.5,,,273.0,,,55.5,,,,,,223.0,105.0,16.0,9.0,1139.0
Bills,,,,,,,,,,,,,,,,134.0,,29.1,,,236.0,,,56.9,,,,,,222.0,103.0,22.0,11.0,1143.0
Eagles,,,,,,,,,,,,,,,,163.0,,29.6,,,167.0,,,54.4,,,,,,221.0,101.0,24.0,11.0,1086.0
Cardinals,,,,,,,,,,,,,,,,127.0,,25.6,,,214.0,,,51.6,,,,,,221.0,100.0,29.0,17.0,1126.0
Chargers,,,,,,,,,,,,,,,,112.0,,26.5,,,256.0,,,57.8,,,,,,221.0,100.0,34.0,22.0,1128.0
Saints,,,,,,,,,,,,,,,,113.0,,22.2,,,165.0,,,56.3,,,,,,220.0,78.0,21.0,11.0,1051.0
Bears,,,,,,,,,,,,,,,,119.0,,25.0,,,180.0,,,54.2,,,,,,216.0,75.0,36.0,15.0,1075.0
Broncos,,,,,,,,,,,,,,,,124.0,,27.2,,,179.0,,,50.6,,,,,,213.0,82.0,28.0,16.0,1036.0
Lions,,,,,,,,,,,,,,,,104.0,,24.4,,,193.0,,,48.7,,,,,,213.0,74.0,41.0,21.0,1056.0
Browns,,,,,,,,,,,,,,,,138.0,,28.4,,,177.0,,,55.3,,,,,,212.0,83.0,29.0,12.0,1054.0
Jaguars,,,,,,,,,,,,,,,,92.0,,23.5,,,178.0,,,49.3,,,,,,212.0,76.0,31.0,18.0,1028.0
Jets,,,,,,,,,,,,,,,,87.0,,22.9,,,195.0,,,54.6,,,,,,212.0,77.0,29.0,14.0,1036.0
Falcons,,,,,,,,,,,,,,,,75.0,,19.1,,,196.0,,,52.0,,,,,,211.0,82.0,24.0,10.0,1006.0
Colts,,,,,,,,,,,,,,,,154.0,,30.9,,,167.0,,,51.5,,,,,,210.0,86.0,29.0,18.0,1052.0
Patriots,,,,,,,,,,,,,,,,139.0,,28.4,,,187.0,,,51.4,,,,,,209.0,91.0,17.0,11.0,1052.0
Bengals,,,,,,,,,,,,,,,,96.0,,22.0,,,208.0,,,54.2,,,,,,207.0,82.0,20.0,13.0,1046.0
Raiders,,,,,,,,,,,,,,,,95.0,,23.0,,,217.0,,,50.6,,,,,,206.0,77.0,19.0,12.0,1082.0
Chiefs,,,,,,,,,,,,,,,,119.0,,27.6,,,267.0,,,59.6,,,,,,205.0,107.0,15.0,10.0,1134.0
Rams,,,,,,,,,,,,,,,,99.0,,23.6,,,233.0,,,57.4,,,,,,205.0,90.0,19.0,10.0,1058.0
Packers,,,,,,,,,,,,,,,,109.0,,24.4,,,235.0,,,58.5,,,,,,202.0,88.0,22.0,13.0,1072.0
