Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,Lng,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,TBPct,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Falcons,,615.0,,,,,,,,80T,,,,,,,,,,,,,,,32.0,422.0,68.6,7.7,4719.0,14.0,99.1,246.0,40.0,46.0,10.0,28.0,210.0,,,
Cardinals,,608.0,,,,,,,,53T,,,,,,,,,,,,,,,11.0,337.0,55.4,5.6,3383.0,21.0,63.1,168.0,27.6,36.0,3.0,58.0,378.0,,,
Broncos,,588.0,,,,,,,,71,,,,,,,,,,,,,,,37.0,402.0,68.4,7.9,4671.0,11.0,105.3,232.0,39.5,64.0,7.0,21.0,137.0,,,
Jaguars,,586.0,,,,,,,,81,,,,,,,,,,,,,,,20.0,328.0,56.0,6.4,3746.0,17.0,74.6,157.0,26.8,48.0,8.0,50.0,327.0,,,
Steelers,,574.0,,,,,,,,82,,,,,,,,,,,,,,,27.0,354.0,61.7,7.0,4012.0,14.0,88.1,202.0,35.2,49.0,7.0,37.0,225.0,,,
Browns,,566.0,,,,,,,,71,,,,,,,,,,,,,,,16.0,328.0,58.0,6.5,3668.0,18.0,73.6,185.0,32.7,50.0,6.0,36.0,233.0,,,
Buccaneers,,566.0,,,,,,,,95,,,,,,,,,,,,,,,27.0,311.0,55.0,7.3,4144.0,17.0,81.8,188.0,33.2,57.0,16.0,26.0,161.0,,,
Ravens,,560.0,,,,,,,,61T,,,,,,,,,,,,,,,22.0,334.0,59.6,7.1,3996.0,11.0,86.4,182.0,32.5,62.0,12.0,38.0,257.0,,,
Packers,,558.0,,,,,,,,73T,,,,,,,,,,,,,,,40.0,374.0,67.0,7.8,4342.0,8.0,108.3,213.0,38.2,55.0,9.0,51.0,293.0,,,
Rams,,557.0,,,,,,,,80T,,,,,,,,,,,,,,,22.0,332.0,59.6,6.8,3783.0,14.0,82.8,189.0,33.9,43.0,8.0,35.0,233.0,,,
Texans,,554.0,,,,,,,,60T,,,,,,,,,,,,,,,22.0,354.0,63.9,7.3,4046.0,13.0,89.2,205.0,37.0,46.0,8.0,28.0,216.0,,,
Bengals,,540.0,,,,,,,,73,,,,,,,,,,,,,,,28.0,335.0,62.0,7.0,3807.0,16.0,88.1,173.0,32.0,39.0,14.0,46.0,229.0,,,
Titans,,540.0,,,,,,,,71T,,,,,,,,,,,,,,,17.0,318.0,58.9,6.6,3577.0,16.0,76.9,166.0,30.7,42.0,7.0,39.0,254.0,,,
Giants,,539.0,,,,,,,,80T,,,,,,,,,,,,,,,26.0,323.0,59.9,7.4,3967.0,15.0,87.2,187.0,34.7,50.0,10.0,20.0,142.0,,,
Chargers,,528.0,,,,,,,,80,,,,,,,,,,,,,,,26.0,338.0,64.0,6.8,3606.0,15.0,88.5,184.0,34.8,41.0,3.0,49.0,311.0,,,
Bills,,511.0,,,,,,,,68,,,,,,,,,,,,,,,24.0,309.0,60.5,6.7,3430.0,17.0,82.2,176.0,34.4,44.0,7.0,30.0,161.0,,,
Dolphins,,504.0,,,,,,,,80,,,,,,,,,,,,,,,13.0,293.0,58.1,6.8,3425.0,13.0,76.7,158.0,31.4,42.0,3.0,37.0,243.0,,,
Jets,,493.0,,,,,,,,66,,,,,,,,,,,,,,,14.0,272.0,55.2,6.4,3178.0,19.0,68.3,162.0,32.9,40.0,6.0,47.0,287.0,,,
Panthers,,490.0,,,,,,,,82T,,,,,,,,,,,,,,,19.0,284.0,58.0,8.0,3927.0,12.0,86.5,171.0,34.9,58.0,11.0,36.0,244.0,,,
Bears,,485.0,,,,,,,,60T,,,,,,,,,,,,,,,21.0,287.0,59.2,6.8,3298.0,16.0,80.4,163.0,33.6,39.0,6.0,44.0,299.0,,,
Vikings,,483.0,,,,,,,,65,,,,,,,,,,,,,,,18.0,300.0,62.1,6.1,2935.0,12.0,81.2,163.0,33.8,28.0,3.0,32.0,184.0,,,
Chiefs,,475.0,,,,,,,,57T,,,,,,,,,,,,,,,8.0,273.0,57.5,6.2,2937.0,20.0,63.8,144.0,30.3,36.0,3.0,40.0,224.0,,,
Redskins,,442.0,,,,,,,,88,,,,,,,,,,,,,,,24.0,291.0,65.8,8.3,3666.0,8.0,102.1,171.0,38.7,53.0,8.0,33.0,244.0,,,
Niners,,436.0,,,,,,,,57T,,,,,,,,,,,,,,,23.0,289.0,66.3,8.1,3551.0,8.0,101.2,172.0,39.4,54.0,8.0,41.0,253.0,,,
Seahawks,,405.0,,,,,,,,67T,,,,,,,,,,,,,,,27.0,259.0,64.0,8.0,3234.0,10.0,100.6,153.0,37.8,45.0,11.0,33.0,203.0,,,
Bills,,,,,,,,,,88,,,,,2.0,,445.0,,,26.0,,,,,,,,,,,,,,7.0,2.0,,,17.1,21.0,1.0
Titans,,,,,,,,,,81,,,,,3.0,,475.0,,,31.0,,,,,,,,,,,,,,5.0,3.0,,,15.3,17.0,1.0
Browns,,,,,,,,,,93T,,,,,1.0,,606.0,,,41.0,,,,,,,,,,,,,,9.0,3.0,,,14.8,9.0,4.0
Cowboys,,,,,,,,,,78T,,,,,1.0,,420.0,,,34.0,,,,,,,,,,,,,,8.0,2.0,,,12.4,13.0,2.0
Patriots,,,,,,,,,,68T,,,,,1.0,,506.0,,,42.0,,,,,,,,,,,,,,6.0,2.0,,,12.0,8.0,1.0
Dolphins,,,,,,,,,,72,,,,,1.0,,346.0,,,31.0,,,,,,,,,,,,,,4.0,1.0,,,11.2,25.0,2.0
Colts,,,,,,,,,,75,,,,,1.0,,312.0,,,28.0,,,,,,,,,,,,,,1.0,1.0,,,11.1,20.0,0.0
Packers,,,,,,,,,,75,,,,,1.0,,395.0,,,36.0,,,,,,,,,,,,,,4.0,2.0,,,11.0,22.0,4.0
Texans,,,,,,,,,,71,,,,,0.0,,414.0,,,38.0,,,,,,,,,,,,,,5.0,2.0,,,10.9,16.0,2.0
Niners,,,,,,,,,,38,,,,,0.0,,378.0,,,36.0,,,,,,,,,,,,,,5.0,0.0,,,10.5,18.0,3.0
Bengals,,,,,,,,,,81T,,,,,1.0,,488.0,,,47.0,,,,,,,,,,,,,,5.0,2.0,,,10.4,11.0,2.0
Jets,,,,,,,,,,68T,,,,,1.0,,238.0,,,23.0,,,,,,,,,,,,,,2.0,1.0,,,10.4,38.0,3.0
Eagles,,,,,,,,,,98T,,,,,1.0,,310.0,,,30.0,,,,,,,,,,,,,,2.0,1.0,,,10.3,26.0,2.0
Panthers,,,,,,,,,,69,,,,,0.0,,276.0,,,27.0,,,,,,,,,,,,,,3.0,1.0,,,10.2,18.0,4.0
Chargers,,,,,,,,,,63T,,,,,1.0,,320.0,,,33.0,,,,,,,,,,,,,,5.0,1.0,,,9.7,22.0,4.0
Ravens,,,,,,,,,,63T,,,,,1.0,,404.0,,,43.0,,,,,,,,,,,,,,3.0,2.0,,,9.4,26.0,2.0
Redskins,,,,,,,,,,64T,,,,,0.0,,335.0,,,36.0,,,,,,,,,,,,,,5.0,1.0,,,9.3,7.0,4.0
Broncos,,,,,,,,,,76T,,,,,1.0,,445.0,,,48.0,,,,,,,,,,,,,,6.0,2.0,,,9.3,20.0,5.0
Buccaneers,,,,,,,,,,39,,,,,0.0,,324.0,,,36.0,,,,,,,,,,,,,,4.0,0.0,,,9.0,19.0,2.0
Vikings,,,,,,,,,,77T,,,,,1.0,,287.0,,,32.0,,,,,,,,,,,,,,2.0,1.0,,,9.0,27.0,1.0
Chiefs,,,,,,,,,,27,,,,,0.0,,381.0,,,43.0,,,,,,,,,,,,,,6.0,0.0,,,8.9,8.0,4.0
Lions,,,,,,,,,,48T,,,,,0.0,,302.0,,,35.0,,,,,,,,,,,,,,4.0,1.0,,,8.6,26.0,6.0
Seahawks,,,,,,,,,,52T,,,,,0.0,,355.0,,,42.0,,,,,,,,,,,,,,5.0,1.0,,,8.4,18.0,1.0
Cardinals,,,,,,,,,,26,,,,,0.0,,441.0,,,54.0,,,,,,,,,,,,,,4.0,0.0,,,8.2,14.0,6.0
Falcons,,,,,,,,,,28,,,,,0.0,,205.0,,,26.0,,,,,,,,,,,,,,2.0,0.0,,,7.9,19.0,0.0
Saints,,,,,,,,,,37T,,,,,0.0,,190.0,,,25.0,,,,,,,,,,,,,,3.0,0.0,,,7.6,20.0,0.0
Bears,,,,,,,,,,44,,,,,0.0,,333.0,,,44.0,,,,,,,,,,,,,,5.0,1.0,,,7.6,8.0,3.0
Steelers,,,,,,,,,,63,,,,,0.0,,300.0,,,41.0,,,,,,,,,,,,,,5.0,1.0,,,7.3,19.0,4.0
Jaguars,,,,,,,,,,28,,,,,0.0,,248.0,,,34.0,,,,,,,,,,,,,,1.0,0.0,,,7.3,13.0,3.0
Giants,,,,,,,,,,18,,,,,0.0,,144.0,,,20.0,,,,,,,,,,,,,,0.0,0.0,,,7.2,19.0,1.0
Rams,,,,,,,,,,23,,,,,0.0,,245.0,,,37.0,,,,,,,,,,,,,,2.0,0.0,,,6.6,20.0,4.0
Raiders,,,,,,,,,,47T,,,,,0.0,,173.0,,,34.0,,,,,,,,,,,,,,2.0,1.0,,,5.1,14.0,4.0
Ravens,38.0,41.0,92.7,0_0,10_10,13_12,11_10,6_5,1_1,61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,38.0,41.0,92.7,1_1,8_8,13_13,13_11,6_5,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,35.0,40.0,87.5,0_0,6_6,11_10,17_15,6_4,0_0,52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,34.0,37.0,91.9,1_1,9_9,16_13,9_9,2_2,0_0,50,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,33.0,36.0,91.7,0_0,13_13,6_6,11_10,6_4,0_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,33.0,37.0,89.2,1_1,13_13,8_8,8_6,7_5,0_0,57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,33.0,36.0,91.7,0_0,8_8,11_10,14_12,3_3,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,33.0,35.0,94.3,0_0,11_10,9_9,12_11,3_3,0_0,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niners,32.0,36.0,88.9,0_0,13_12,6_6,11_10,5_4,1_0,56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,30.0,36.0,83.3,0_0,11_9,8_7,12_11,5_3,0_0,52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,30.0,32.0,93.8,0_0,9_9,15_13,8_8,0_0,0_0,48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,28.0,30.0,93.3,2_2,2_2,9_8,10_10,7_6,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,26.0,29.0,89.7,0_0,11_11,7_6,7_6,3_3,1_0,58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,26.0,35.0,74.3,1_1,7_7,5_5,17_12,5_1,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,26.0,28.0,92.9,0_0,7_7,10_10,9_8,2_1,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,26.0,34.0,76.5,1_1,4_4,12_10,10_8,7_3,0_0,54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,26.0,30.0,86.7,0_0,7_7,12_12,6_5,5_2,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,25.0,26.0,96.2,2_2,4_4,5_5,8_8,6_5,1_1,64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,25.0,29.0,86.2,0_0,10_10,9_8,7_5,3_2,0_0,55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,24.0,27.0,88.9,0_0,9_9,8_7,5_5,5_3,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,24.0,27.0,88.9,0_0,9_9,5_4,7_5,6_6,0_0,55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,24.0,32.0,75.0,2_2,7_6,8_5,14_10,1_1,0_0,55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,23.0,25.0,92.0,0_0,3_3,12_12,5_4,4_4,1_0,55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,23.0,26.0,88.5,0_0,8_8,8_7,8_7,2_1,0_0,52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,23.0,28.0,82.1,0_0,8_8,8_7,10_7,1_1,1_0,51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,23.0,29.0,79.3,0_0,3_3,14_12,6_4,6_4,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,22.0,28.0,78.6,0_0,6_6,10_9,8_6,4_1,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,21.0,26.0,80.8,0_0,7_7,6_5,9_7,4_2,0_0,51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,21.0,30.0,70.0,0_0,6_6,6_4,11_8,7_3,0_0,53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,21.0,26.0,80.8,0_0,6_5,10_10,7_5,3_1,0_0,50,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,19.0,24.0,79.2,1_1,5_5,8_6,7_4,3_3,0_0,53,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,18.0,22.0,81.8,0_0,2_2,7_6,9_7,4_3,0_0,54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,38.0,,92.7,,,,,,,,,26.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,38.0,,92.7,,,,,,,,,44.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,35.0,,87.5,,,,,,,,,34.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,34.0,,91.9,,,,,,,,,42.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,33.0,,91.7,,,,,,,,,32.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,33.0,,89.2,,,,,,,,,42.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,33.0,,91.7,,,,,,,,,27.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,33.0,,94.3,,,,,,,,,44.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Niners,32.0,,88.9,,,,,,,,,44.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,30.0,,83.3,,,,,,,,,37.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,30.0,,93.8,,,,,,,,,39.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,28.0,,93.3,,,,,,,,,47.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,26.0,,89.7,,,,,,,,,45.0,97.8,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,26.0,,74.3,,,,,,,,,26.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,26.0,,92.9,,,,,,,,,34.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,26.0,,76.5,,,,,,,,,33.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,26.0,,86.7,,,,,,,,,43.0,97.7,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,25.0,,96.2,,,,,,,,,75.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,25.0,,86.2,,,,,,,,,41.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,24.0,,88.9,,,,,,,,,39.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,24.0,,88.9,,,,,,,,,42.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,24.0,,75.0,,,,,,,,,48.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,23.0,,92.0,,,,,,,,,22.0,95.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,23.0,,88.5,,,,,,,,,31.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,23.0,,82.1,,,,,,,,,45.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,23.0,,79.3,,,,,,,,,31.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,22.0,,78.6,,,,,,,,,52.0,100.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,21.0,,80.8,,,,,,,,,33.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,21.0,,70.0,,,,,,,,,37.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Redskins,21.0,,80.8,,,,,,,,,33.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,19.0,,79.2,,,,,,,,,42.0,97.7,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,18.0,,81.8,,,,,,,,,52.0,98.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,,,,,,,,,,,,,,,,115.0,7450.0,81.0,70.4,32.0,29.2,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Patriots,,,,,,,,,,,,,,,,99.0,6398.0,65.0,65.7,32.0,20.8,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Seahawks,,,,,,,,,,,,,,,,94.0,6185.0,48.0,51.1,44.0,24.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Cowboys,,,,,,,,,,,,,,,,93.0,5905.0,52.0,55.9,38.0,20.8,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Packers,,,,,,,,,,,,,,,,93.0,5914.0,30.0,32.3,61.0,25.8,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
Chiefs,,,,,,,,,,,,,,,,92.0,6075.0,47.0,51.1,43.0,24.4,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Chargers,,,,,,,,,,,,,,,,92.0,6128.0,18.0,19.6,73.0,24.6,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Niners,,,,,,,,,,,,,,,,92.0,6064.0,38.0,41.3,54.0,20.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bears,,,,,,,,,,,,,,,,90.0,5301.0,38.0,42.2,47.0,18.8,4.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Eagles,,,,,,,,,,,,,,,,90.0,5641.0,37.0,41.1,52.0,23.6,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,
Colts,,,,,,,,,,,,,,,,88.0,5850.0,41.0,46.6,43.0,25.2,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
Vikings,,,,,,,,,,,,,,,,88.0,5651.0,44.0,50.0,41.0,27.2,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
Saints,,,,,,,,,,,,,,,,87.0,5609.0,52.0,59.8,33.0,25.2,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
Cardinals,,,,,,,,,,,,,,,,87.0,5758.0,33.0,37.9,54.0,24.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bengals,,,,,,,,,,,,,,,,86.0,5496.0,32.0,37.2,52.0,23.4,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Steelers,,,,,,,,,,,,,,,,86.0,5201.0,24.0,27.9,55.0,22.3,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Lions,,,,,,,,,,,,,,,,84.0,5571.0,45.0,53.6,35.0,26.4,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
Bills,,,,,,,,,,,,,,,,83.0,5394.0,34.0,41.0,48.0,23.4,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Titans,,,,,,,,,,,,,,,,83.0,5072.0,32.0,38.6,45.0,24.4,5.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Ravens,,,,,,,,,,,,,,,,82.0,5195.0,42.0,51.2,38.0,23.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Panthers,,,,,,,,,,,,,,,,82.0,5322.0,63.0,76.8,18.0,22.6,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Rams,,,,,,,,,,,,,,,,81.0,5250.0,52.0,64.2,25.0,21.8,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,
Falcons,,,,,,,,,,,,,,,,79.0,4902.0,50.0,63.3,23.0,24.8,6.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
Dolphins,,,,,,,,,,,,,,,,75.0,4968.0,38.0,50.7,36.0,22.9,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Raiders,,,,,,,,,,,,,,,,74.0,4477.0,38.0,51.4,30.0,20.4,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Browns,,,,,,,,,,,,,,,,73.0,4534.0,42.0,57.5,27.0,22.7,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jets,,,,,,,,,,,,,,,,73.0,4584.0,30.0,41.1,42.0,22.3,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Redskins,,,,,,,,,,,,,,,,72.0,4355.0,22.0,30.6,47.0,22.3,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
Giants,,,,,,,,,,,,,,,,71.0,4527.0,35.0,49.3,33.0,21.8,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Buccaneers,,,,,,,,,,,,,,,,69.0,4363.0,41.0,59.4,24.0,18.8,4.0,2.0,1.0,0.0,,,,,,,,,,,,,,,
Texans,,,,,,,,,,,,,,,,68.0,4567.0,29.0,42.6,39.0,25.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jaguars,,,,,,,,,,,,,,,,63.0,4103.0,36.0,57.1,25.0,20.4,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Browns,,681.0,,,,,,,,95,,,,,,,,,,,,,,,26.0,379.0,55.6,6.4,4372.0,20.0,75.7,200.0,29.4,52.0,14.0,49.0,325.0,,,
Broncos,,675.0,,,,,,,,78T,,,,,,,,,,,,,,,55.0,461.0,68.3,8.2,5572.0,10.0,114.4,293.0,43.4,68.0,13.0,20.0,128.0,,,
Falcons,,659.0,,,,,,,,81T,,,,,,,,,,,,,,,26.0,445.0,67.5,6.9,4541.0,17.0,89.5,227.0,34.4,44.0,9.0,44.0,298.0,,,
Saints,,651.0,,,,,,,,76T,,,,,,,,,,,,,,,39.0,446.0,68.5,7.9,5162.0,12.0,104.5,244.0,37.5,67.0,15.0,37.0,244.0,,,
Lions,,634.0,,,,,,,,87,,,,,,,,,,,,,,,29.0,371.0,58.5,7.3,4650.0,19.0,84.2,221.0,34.9,62.0,10.0,23.0,168.0,,,
Texans,,633.0,,,,,,,,66,,,,,,,,,,,,,,,19.0,371.0,58.6,6.6,4183.0,22.0,74.0,198.0,31.3,53.0,9.0,42.0,370.0,,,
Patriots,,628.0,,,,,,,,81T,,,,,,,,,,,,,,,25.0,380.0,60.5,6.9,4343.0,11.0,87.3,225.0,35.8,49.0,8.0,40.0,256.0,,,
Ravens,,619.0,,,,,,,,74,,,,,,,,,,,,,,,19.0,363.0,58.6,6.3,3914.0,23.0,72.0,189.0,30.5,45.0,14.0,48.0,324.0,,,
Redskins,,611.0,,,,,,,,62T,,,,,,,,,,,,,,,20.0,355.0,58.1,6.6,4057.0,19.0,76.1,198.0,32.4,39.0,6.0,43.0,306.0,,,
Dolphins,,594.0,,,,,,,,67,,,,,,,,,,,,,,,24.0,357.0,60.1,6.7,3966.0,19.0,80.1,205.0,34.5,47.0,11.0,58.0,399.0,,,
Jaguars,,592.0,,,,,,,,67,,,,,,,,,,,,,,,16.0,349.0,59.0,6.3,3751.0,21.0,71.8,176.0,29.7,44.0,6.0,50.0,310.0,,,
Bengals,,587.0,,,,,,,,82T,,,,,,,,,,,,,,,33.0,364.0,62.0,7.4,4318.0,20.0,89.0,205.0,34.9,57.0,15.0,29.0,182.0,,,
Cowboys,,586.0,,,,,,,,82T,,,,,,,,,,,,,,,33.0,375.0,64.0,7.2,4226.0,12.0,95.7,213.0,36.4,48.0,7.0,35.0,272.0,,,
Steelers,,586.0,,,,,,,,67,,,,,,,,,,,,,,,28.0,377.0,64.3,7.4,4306.0,14.0,92.3,207.0,35.3,61.0,10.0,43.0,289.0,,,
Colts,,582.0,,,,,,,,73T,,,,,,,,,,,,,,,23.0,350.0,60.1,6.8,3952.0,10.0,86.5,191.0,32.8,45.0,10.0,32.0,227.0,,,
Bears,,579.0,,,,,,,,80T,,,,,,,,,,,,,,,32.0,373.0,64.4,7.7,4450.0,13.0,96.9,215.0,37.1,53.0,11.0,30.0,169.0,,,
Cardinals,,574.0,,,,,,,,91T,,,,,,,,,,,,,,,24.0,363.0,63.2,7.5,4291.0,22.0,83.9,205.0,35.7,49.0,9.0,41.0,289.0,,,
Packers,,570.0,,,,,,,,83T,,,,,,,,,,,,,,,25.0,366.0,64.2,8.0,4538.0,16.0,91.7,201.0,35.3,65.0,11.0,45.0,270.0,,,
Giants,,567.0,,,,,,,,70T,,,,,,,,,,,,,,,18.0,325.0,57.3,6.8,3875.0,29.0,67.6,176.0,31.0,54.0,7.0,40.0,287.0,,,
Chiefs,,546.0,,,,,,,,71T,,,,,,,,,,,,,,,24.0,333.0,61.0,6.5,3561.0,8.0,88.6,179.0,32.8,45.0,7.0,41.0,221.0,,,
Vikings,,546.0,,,,,,,,79T,,,,,,,,,,,,,,,18.0,325.0,59.5,6.7,3645.0,19.0,76.0,173.0,31.7,54.0,7.0,44.0,218.0,,,
Chargers,,544.0,,,,,,,,60T,,,,,,,,,,,,,,,32.0,378.0,69.5,8.2,4478.0,11.0,105.5,230.0,42.3,60.0,6.0,30.0,150.0,,,
Titans,,533.0,,,,,,,,77,,,,,,,,,,,,,,,22.0,328.0,61.5,7.0,3710.0,16.0,83.6,172.0,32.3,48.0,10.0,37.0,214.0,,,
Bills,,522.0,,,,,,,,59T,,,,,,,,,,,,,,,16.0,299.0,57.3,6.5,3373.0,15.0,75.0,149.0,28.5,46.0,9.0,48.0,270.0,,,
Raiders,,519.0,,,,,,,,73,,,,,,,,,,,,,,,17.0,298.0,57.4,7.0,3629.0,20.0,73.9,168.0,32.4,48.0,8.0,44.0,289.0,,,
Buccaneers,,514.0,,,,,,,,85,,,,,,,,,,,,,,,22.0,291.0,56.6,6.2,3181.0,12.0,79.6,157.0,30.5,39.0,7.0,47.0,361.0,,,
Eagles,,508.0,,,,,,,,70T,,,,,,,,,,,,,,,32.0,310.0,61.0,8.7,4406.0,9.0,102.7,197.0,38.8,80.0,18.0,46.0,296.0,,,
